compound,negative,neutral,positive
-0.4588,0.429,0.571,0.0
-0.7003,0.177,0.823,0.0
-0.5093,0.23,0.77,0.0
0.6892,0.0,0.801,0.199
0.0,0.0,1.0,0.0
-0.2732,0.149,0.851,0.0
0.4404,0.0,0.508,0.492
-0.6486,0.275,0.725,0.0
0.9001,0.0,0.571,0.429
0.2238,0.192,0.619,0.189
0.0,0.0,1.0,0.0
0.7096,0.0,0.711,0.289
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.7783,0.0,0.227,0.773
-0.7043,0.252,0.626,0.122
0.25,0.0,0.75,0.25
0.6322,0.052,0.788,0.161
0.6369,0.0,0.435,0.565
0.836,0.0,0.574,0.426
-0.4588,0.13,0.87,0.0
-0.296,0.306,0.694,0.0
0.3818,0.11,0.65,0.24
0.7884,0.0,0.683,0.317
0.4939,0.0,0.484,0.516
0.0,0.0,1.0,0.0
0.3818,0.078,0.797,0.125
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4019,0.278,0.722,0.0
0.3412,0.0,0.789,0.211
-0.5423,0.467,0.533,0.0
-0.5574,0.196,0.804,0.0
0.0,0.0,1.0,0.0
-0.4019,0.31,0.69,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3182,0.215,0.429,0.356
0.0,0.0,1.0,0.0
0.8385,0.0,0.655,0.345
0.7345,0.0,0.447,0.553
-0.1588,0.113,0.766,0.122
-0.8787,0.395,0.605,0.0
-0.296,0.393,0.357,0.25
-0.4588,0.3,0.7,0.0
0.6908,0.0,0.82,0.18
-0.6369,0.634,0.366,0.0
0.0,0.0,1.0,0.0
-0.7003,0.279,0.721,0.0
-0.4753,0.296,0.533,0.172
0.7739,0.0,0.373,0.627
0.0,0.0,1.0,0.0
-0.4767,0.406,0.594,0.0
0.0,0.0,1.0,0.0
-0.1139,0.036,0.964,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.8306,0.03,0.736,0.234
0.2732,0.0,0.704,0.296
0.9485,0.0,0.597,0.403
0.4125,0.14,0.653,0.207
0.7959,0.057,0.707,0.236
-0.34,0.116,0.792,0.092
0.3182,0.139,0.609,0.252
0.0,0.0,1.0,0.0
0.9411,0.0,0.593,0.407
0.0,0.0,1.0,0.0
0.7684,0.0,0.855,0.145
-0.631,0.509,0.491,0.0
0.8652,0.0,0.529,0.471
-0.4215,0.583,0.417,0.0
0.0,0.0,1.0,0.0
0.3182,0.126,0.693,0.182
0.5815,0.0,0.68,0.32
0.0,0.0,1.0,0.0
0.1779,0.147,0.642,0.211
0.0,0.0,1.0,0.0
-0.2057,0.266,0.734,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0516,0.077,0.839,0.084
-0.3869,0.344,0.656,0.0
0.097,0.159,0.663,0.177
0.9575,0.0,0.459,0.541
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.631,0.316,0.684,0.0
0.4767,0.0,0.86,0.14
-0.4767,0.256,0.744,0.0
0.3802,0.0,0.853,0.147
-0.5267,0.459,0.541,0.0
0.765,0.0,0.708,0.292
0.2023,0.0,0.816,0.184
0.3182,0.0,0.867,0.133
0.0,0.0,1.0,0.0
0.8777,0.0,0.442,0.558
-0.872,0.577,0.423,0.0
0.6381,0.0,0.681,0.319
0.0,0.0,1.0,0.0
0.2023,0.0,0.87,0.13
0.0,0.0,1.0,0.0
0.4696,0.0,0.766,0.234
-0.6476,0.417,0.583,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2846,0.078,0.792,0.13
0.1027,0.118,0.787,0.094
0.0,0.0,1.0,0.0
0.5423,0.074,0.758,0.168
0.5927,0.0,0.788,0.212
0.3612,0.0,0.8,0.2
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3197,0.0,0.752,0.248
0.4404,0.0,0.861,0.139
0.7345,0.0,0.244,0.756
0.0,0.0,1.0,0.0
0.6249,0.0,0.541,0.459
0.0,0.0,1.0,0.0
0.4404,0.0,0.884,0.116
-0.2263,0.152,0.761,0.087
0.5719,0.0,0.684,0.316
0.0,0.0,1.0,0.0
0.6597,0.0,0.671,0.329
0.0,0.0,1.0,0.0
-0.3818,0.148,0.852,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.722,0.157,0.843,0.0
0.5859,0.0,0.798,0.202
-0.3047,0.109,0.825,0.067
0.0,0.0,1.0,0.0
0.2584,0.0,0.919,0.081
0.5945,0.0,0.825,0.175
0.0,0.0,1.0,0.0
0.5859,0.0,0.345,0.655
0.4939,0.0,0.769,0.231
0.8981,0.0,0.668,0.332
0.5267,0.0,0.532,0.468
0.9231,0.0,0.721,0.279
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5487,0.133,0.867,0.0
0.6696,0.0,0.8,0.2
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5859,0.0,0.787,0.213
0.5106,0.038,0.836,0.127
0.1511,0.296,0.341,0.363
0.431,0.0,0.794,0.206
0.4215,0.0,0.714,0.286
-0.2249,0.145,0.749,0.106
0.7906,0.178,0.559,0.264
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.1511,0.242,0.758,0.0
0.7964,0.0,0.597,0.403
-0.3244,0.127,0.873,0.0
0.4753,0.346,0.182,0.472
0.6597,0.082,0.706,0.212
-0.7184,0.208,0.748,0.044
-0.4019,0.351,0.649,0.0
0.0,0.0,1.0,0.0
0.4588,0.0,0.833,0.167
-0.34,0.194,0.806,0.0
0.0,0.0,1.0,0.0
0.9034,0.0,0.603,0.397
-0.6124,0.176,0.744,0.08
-0.4767,0.205,0.795,0.0
-0.765,0.432,0.568,0.0
0.3818,0.105,0.685,0.21
0.34,0.0,0.844,0.156
-0.3291,0.176,0.824,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6597,0.116,0.712,0.172
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.8919,0.0,0.641,0.359
0.2942,0.151,0.597,0.252
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5023,0.0,0.774,0.226
0.7096,0.0,0.576,0.424
0.0,0.0,1.0,0.0
0.4404,0.0,0.408,0.592
-0.5574,0.34,0.66,0.0
0.3565,0.119,0.632,0.249
-0.6124,0.5,0.5,0.0
-0.6333,0.32,0.68,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.3612,0.122,0.772,0.107
0.7003,0.0,0.746,0.254
-0.4404,0.367,0.633,0.0
0.3818,0.22,0.4,0.38
0.416,0.108,0.75,0.142
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6369,0.0,0.729,0.271
0.0,0.0,1.0,0.0
0.8799,0.0,0.729,0.271
-0.296,0.423,0.577,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.1901,0.121,0.74,0.139
0.0,0.0,1.0,0.0
0.5859,0.0,0.774,0.226
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4201,0.1,0.9,0.0
0.6808,0.0,0.556,0.444
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.8534,0.0,0.774,0.226
-0.25,0.318,0.455,0.227
0.1901,0.0,0.916,0.084
0.4215,0.0,0.887,0.113
0.3182,0.0,0.85,0.15
0.4404,0.0,0.805,0.195
0.824,0.0,0.481,0.519
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6229,0.122,0.564,0.314
0.0,0.0,1.0,0.0
0.894,0.0,0.662,0.338
0.3612,0.0,0.8,0.2
0.7906,0.0,0.833,0.167
0.0,0.0,1.0,0.0
0.5574,0.125,0.577,0.298
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.1531,0.118,0.789,0.092
0.0772,0.0,0.929,0.071
0.6124,0.0,0.667,0.333
0.8779,0.0,0.72,0.28
0.4003,0.0,0.722,0.278
0.7906,0.178,0.559,0.264
0.0,0.0,1.0,0.0
0.1695,0.0,0.857,0.143
-0.7906,0.538,0.462,0.0
-0.4003,0.152,0.848,0.0
0.5936,0.0,0.815,0.185
-0.4767,0.256,0.744,0.0
0.0,0.0,1.0,0.0
0.25,0.0,0.667,0.333
0.784,0.0,0.654,0.346
0.5859,0.0,0.652,0.348
0.0,0.0,1.0,0.0
0.2023,0.199,0.574,0.226
0.2944,0.0,0.834,0.166
0.0,0.0,1.0,0.0
0.2821,0.14,0.736,0.124
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.9313,0.0,0.619,0.381
0.4939,0.0,0.906,0.094
0.5859,0.0,0.568,0.432
-0.4767,0.181,0.819,0.0
0.0,0.0,1.0,0.0
-0.0772,0.164,0.635,0.201
0.0,0.0,1.0,0.0
0.91,0.0,0.675,0.325
0.6124,0.0,0.444,0.556
0.5766,0.115,0.631,0.254
0.658,0.0,0.785,0.215
0.0,0.0,1.0,0.0
-0.5859,0.204,0.726,0.07
0.0,0.0,1.0,0.0
-0.8832,0.234,0.729,0.036
-0.5859,0.352,0.648,0.0
0.7717,0.0,0.729,0.271
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4926,0.0,0.556,0.444
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.7418,0.249,0.751,0.0
0.0,0.0,1.0,0.0
0.4588,0.0,0.9,0.1
-0.9252,0.275,0.649,0.077
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3129,0.123,0.72,0.156
0.7096,0.0,0.763,0.237
0.0,0.0,1.0,0.0
-0.8519,0.417,0.583,0.0
-0.3699,0.086,0.862,0.051
